ID,watershed,reach,position,DATE,doc_mg.l,TYPE,Time,tdn_mg.l,na_mg.l,nh4_mg.l,K_mg.l,Mg_mg.l,Ca_mg.l,F_mg.l,Cl_mg.l,NO3_mg.l,PO4_mg.l,SO4_mg.l
82527,FC,FC1,stream,8/12/20,,monitoring,1705,,,,,,,,,,,
82528,ESLC,ESLC1,stream,8/12/20,,monitoring,,,,,,,,,,,,
82532,Lexen,Lexen1,stream,8/12/20,,monitoring,,,,,,,,,,,,
82535,DH,DH1,stream,8/12/20,,monitoring,2015,,,,,,,,,,,
82536,DH,DHS1,stream,8/18/20,0.7,monitoring,637,0.04,1.49,0.02,0.93,2.55,23.9,0.02,0.12,0.02,0,1.75
82537,DH,DHN1,stream,8/18/20,1.46,monitoring,652,0.06,2.56,0.03,1.05,3.43,30.47,0.05,0.21,0.03,0,3.1
82538,DH,DH1,stream,8/18/20,0.93,monitoring,705,0.06,1.93,0.03,1.4,2.88,22.27,0.02,0.24,0.05,0,2.58
82539,FC,FC3,stream,8/18/20,1.65,monitoring,755,0.08,2.49,0.03,0.78,0.89,3.51,0.03,0.08,0.05,0,1.53
82540,Lexen,Lexen1,stream,8/18/20,0.84,monitoring,755,0.07,1.59,0.01,0.69,1.83,11.66,0.02,0.16,0.06,0,1.53
82541,ESLC,ESLC1,stream,8/18/20,1.27,monitoring,825,0.17,1.92,0.01,0.65,1.06,4.37,0.18,0.1,0.11,0,2.07
82542,FC,FC1,stream,8/18/20,1.68,monitoring,1220,0.2,2.99,0.01,0.99,1.51,6.49,0.01,0.13,0.06,0,2.29
82543,DH,DHS1,stream,8/25/20,0.59,monitoring,545,0.08,1.41,0.01,1.07,2.47,22.9,0.01,0.14,0.05,0,1.79
82544,DH,DHN1,stream,8/25/20,1.21,monitoring,615,0.06,2.52,0.01,1.15,3.68,30.85,0.04,0.21,0.04,0,3.11
82545,DH,DH1,stream,8/25/20,0.77,monitoring,645,0.05,1.93,0.02,1.42,2.85,22.56,0.01,0.22,0.05,0,2.6
82548,Lexen,Lexen1,stream,8/25/20,0.79,monitoring,835,0.06,1.63,0.02,0.75,1.95,12.51,0.02,0.16,0.07,0,1.58
82549,ESLC,ESLC1,stream,8/25/20,1.18,monitoring,920,0.09,2.01,0.01,0.68,1.01,4.8,0.15,0.11,0.12,0,2.05
82550,FC,FC3,stream,8/25/20,1.57,monitoring,1100,0.09,2.51,0.01,0.74,0.89,3.58,0.02,0.1,0.07,0,1.53
82551,FC,FC1,stream,8/25/20,1.55,monitoring,1130,0.08,3.09,0.04,0.98,1.58,7.17,0.04,0.13,0.05,0,2.27
82552,HQ,HQ N-CON,stream,8/25/20,4.78,monitoring,1300,1.38,0.34,1.08,0.11,0.09,0.62,0.01,0.26,1.98,0,1.01
82553,HQ,HQ BULK,stream,8/25/20,,monitoring,1300,,0.58,0.49,0.71,0.21,0.51,0.01,0.24,0.93,0,1.8
82554,DH,DHS1,stream,9/1/20,0.68,monitoring,700,0.08,1.5,0.02,1.02,2.62,22.78,0.03,0.17,0.06,0,1.71
82555,DH,DHN1,stream,9/1/20,1.6,monitoring,720,0.09,2.53,0.01,1.04,3.61,30.44,0.04,0.27,0.05,0,3.14
82558,DH,DH1,stream,9/1/20,0.95,monitoring,835,0.06,1.9,0.02,1.41,2.96,22.83,0.03,0.22,0.06,0,2.61
82559,Lexen,Lexen1,stream,9/1/20,0.93,monitoring,845,0.06,1.69,0.02,0.76,1.91,13.3,0.03,0.19,0.07,0,1.56
82560,ESLC,ESLC1,stream,9/1/20,1.52,monitoring,1015,0.13,2.09,0.01,0.7,1.03,4.84,0.17,0.14,0.14,0,2.01
82561,Fcex,FCALP BULK,stream,9/1/20,3.65,monitoring,1200,1,0.07,0.87,0.14,0.09,0.92,0.04,0.11,1.17,0,0.63
82562,FC,FC3,stream,9/1/20,1.68,monitoring,1255,0.08,2.48,0.03,0.75,0.97,3.5,0.04,0.13,0.07,0,1.59
82563,HQ,HQ BULK,stream,9/1/20,4.53,monitoring,1310,1.35,0.09,1.13,0.21,0.16,0.21,0.02,0.14,1.59,0,0.97
82564,HQ,HQ N-CON,stream,9/1/20,3.56,monitoring,1310,1.13,0.08,1.04,0.14,0.06,0.29,0.02,0.13,1.33,0.07,0.82
82565,FC,FC1,stream,9/1/20,1.95,monitoring,1310,0.09,3.01,0.04,0.94,1.71,7.14,0.04,0.19,0.06,0,2.13
82566,HQ,HQ BULK,stream,9/9/20,,monitoring,700,,,,,,,,,,,
82567,HQ,HQ N-CON,stream,9/9/20,3.75,monitoring,700,0.64,0.1,0.56,0.01,0.02,0.97,0.01,0.11,0.82,0,0.28
82568,DH,DHS1,stream,9/9/20,0.62,monitoring,923,0.04,1.53,0.01,0.93,2.48,22.65,0.02,0.17,0.06,0,1.71
82570,DH,DHN1,stream,9/9/20,1.08,monitoring,930,0.06,2.45,0.02,1.07,3.97,31.78,0.05,0.27,0.06,0,3.05
82572,DH,DH1,stream,9/9/20,0.66,monitoring,941,0.04,1.93,0.04,1.39,2.9,23.11,0.02,0.19,0.04,0,2.46
82573,Lexen,Lexen1,stream,9/9/20,0.72,monitoring,1055,0.05,1.68,0.02,0.73,1.94,13.42,0.05,0.17,0.01,0,1.57
82574,FC,FC1,stream,9/9/20,1.78,monitoring,1340,0.06,3.09,0.01,0.98,1.78,6.87,0.02,0.18,0.04,0,2.24
82575,ESLC,ESLC1,stream,9/9/20,1.29,monitoring,1400,0.07,2.11,0.01,0.69,0.99,4.84,0.18,0.14,0.13,0,2.24
82576,Fcex,FCALP BULK,stream,9/10/20,9.43,monitoring,1430,0.16,0.22,0.01,0.4,0.08,1.07,0.01,0.15,0.68,0.33,0.26
82577,FC,FC3,stream,9/10/20,1.5,monitoring,1500,0.07,2.51,0.03,0.75,0.87,3.67,0.06,0.14,0.07,0,1.54
82578,Fcex,FCALP BULK,stream,9/24/20,6.76,monitoring,730,0.18,0.05,0.02,0.37,0.01,0.96,0.04,0.11,0.69,0.21,0.28
82579,FC,FC3,stream,9/14/20,1.46,monitoring,800,0.07,2.55,0.04,0.72,0.95,4,0.05,0.15,0.07,0,1.57
82580,FC,FC1,stream,9/14/20,1.99,monitoring,821,0.08,3.02,0.02,0.93,1.81,6.78,0.03,0.28,0.03,0,2.25
82581,ESLC,ESLC1,stream,9/14/20,1.35,monitoring,837,0.09,2.22,0.01,0.71,1,4.89,0.18,0.19,0.11,0,2.53
82582,DH,DHS1,stream,9/14/20,0.59,monitoring,934,0.03,1.57,0.01,1.02,2.53,23.07,0.04,0.16,0.07,0,1.72
82583,DH,DHN1,stream,9/14/20,1.24,monitoring,954,0.06,2.5,0.02,1.14,4.07,32.38,0.04,0.28,0.07,0,3.17
82584,DH,DH1,stream,9/14/20,0.71,monitoring,1005,0.06,1.91,0.04,1.43,2.99,24.73,0.02,0.23,0.03,0,2.58
82587,Lexen,Lexen1,stream,9/14/20,0.73,monitoring,1050,0.04,1.77,0.02,0.71,2,13.52,0.02,0.22,0.03,0,1.5
82588,HQ,HQ N-CON,stream,9/14/20,1.11,monitoring,1300,0.46,0.07,0.45,0.08,0.14,1.13,0.06,0.06,0.34,0,0.1
82589,HQ,HQ BULK,stream,9/14/20,1.18,monitoring,1300,0.67,0.07,0.36,0.19,0.08,0.4,0.01,0.04,0.36,0,0.09
82590,HQ,FEF DI,stream,9/14/20,0.11,monitoring,,0.01,0.02,0.01,0.02,0.01,0.04,0.01,0,0,0,0.01
82591,FC,FC3,stream,9/24/20,1.59,monitoring,905,0.1,2.51,0.02,0.81,0.96,4.09,0.03,0.15,0.14,0,1.66
82592,FC,FC1,stream,9/24/20,1.75,monitoring,940,0.1,3.08,0.03,0.95,1.81,7.23,0.01,0.24,0.02,0,2.23
82593,ESLC,ESLC1,stream,9/24/20,1.2,monitoring,1000,0.13,2.21,0.01,0.73,1.05,4.96,0.18,0.15,0.19,0,2.59
82594,Lexen,Lexen1,stream,9/24/20,0.71,monitoring,1100,0.06,1.77,0.02,0.74,2.07,13.47,0.04,0.18,0.07,0,1.49
82595,DH,DHS1,stream,9/24/20,0.65,monitoring,1200,0.07,1.54,0.02,1.04,2.66,23.12,0.03,0.17,0.07,0,1.75
82596,DH,DHN1,stream,9/24/20,1.12,monitoring,1215,0.08,2.5,0.02,1.13,3.89,34.49,0.04,0.27,0.1,0,3.11
82597,DH,DH1,stream,9/24/20,0.76,monitoring,1230,0.1,1.94,0.03,1.44,2.9,24.88,0.02,0.21,0.05,0,2.53
82598,DH,DHS1,stream,9/21/20,0.55,monitoring,755,0.12,1.59,0.02,1.03,2.73,23.99,0.02,0.17,0.09,0,1.77
82599,DH,DHN1,stream,9/21/20,1.03,monitoring,820,0.11,2.46,0.02,1.1,3.66,34.14,0.04,0.25,0.1,0,3.08
82600,DH,DH1,stream,9/21/20,0.74,monitoring,840,0.1,1.95,0.03,1.44,2.88,24.26,0.03,0.22,0.05,0,2.52
82601,Lexen,Lexen1,stream,9/21/20,0.73,monitoring,935,0.08,1.7,0.02,0.72,2.19,13.57,0.02,0.18,0.07,0,1.48
82602,ESLC,ESLC1,stream,9/21/20,1.17,monitoring,1010,0.12,2.31,0.04,0.74,1.15,4.95,0.18,0.16,0.14,0,2.65
82603,ESLC,ESLC1,stream,9/21/20,1.33,monitoring,1120,0.08,2.44,0.03,0.8,1.1,5.08,0.19,0.17,0.18,0,2.65
82604,FC,FC1,stream,9/21/20,1.54,monitoring,1215,0.09,3.06,0.02,0.93,1.94,7.76,0.05,0.3,0.03,0,2.29
82605,Lexen,Lexen1,stream,9/28/20,0.69,monitoring,920,0.06,1.77,0.01,0.79,2.21,14.22,0.03,0.18,0.07,0,1.63
82606,DH,DHS1,stream,9/28/20,0.6,monitoring,1000,0.13,1.59,0.02,1.05,2.78,23.01,0.03,0.18,0.09,0,1.75
82607,DH,DHN1,stream,9/28/20,1.15,monitoring,1014,0.09,2.51,0.03,1.14,4.02,34.64,0.05,0.24,0.09,0,3.24
82608,DH,DH1,stream,9/28/20,0.72,monitoring,1028,0.07,1.96,0.01,1.43,2.91,24.02,0.02,0.22,0.06,0,2.68
82609,FC,FC3,stream,9/28/20,1.26,monitoring,1335,0.11,2.58,0.03,0.84,1.03,4.15,0.05,0.16,0.13,0,1.73
82610,FC,FC1,stream,9/28/20,1.5,monitoring,1340,0.11,3.12,0.01,0.97,1.92,7.94,0.05,0.29,0.04,0,2.44
82611,ESLC,ESLC1,stream,9/28/20,1.12,monitoring,1400,0.2,2.42,0.01,0.79,1.17,5.13,0.19,0.2,0.21,0,2.51
82612,DH,DHS1,stream,10/6/20,0.58,monitoring,742,0.13,1.55,0.02,1.01,2.6,24.86,0.02,0.19,0.13,0,1.8
82613,DH,DHN1,stream,10/6/20,1.1,monitoring,800,0.12,2.48,0.03,1.05,3.79,32.67,0.04,0.22,0.09,0,3.31
82614,DH,DH1,stream,10/6/20,0.73,monitoring,824,0.09,1.99,0.01,1.41,2.94,23.55,0.02,0.23,0.1,0,2.73
82615,Lexen,Lexen1,stream,10/6/20,0.87,monitoring,900,0.1,1.75,0.02,0.81,2.33,14.63,0.04,0.17,0.12,0,1.74
82616,ESLC,ESLC1,stream,10/6/20,1.07,monitoring,1100,0.16,2.51,0.01,0.8,1.33,5.15,0.19,0.19,0.3,0,2.51
82617,FC,FC3,stream,10/6/20,1.27,monitoring,1212,0.11,2.5,0.01,0.75,1.05,4.35,0.05,0.16,0.14,0,1.78
82618,FC,FC1,stream,10/6/20,1.43,monitoring,1230,0.1,3.14,0.02,0.95,1.93,8.21,0.03,0.3,0.06,0,2.5
82619,Fcex,FCALP BULK,stream,10/13/20,9.73,monitoring,730,0.76,0.11,0.02,0.71,0.01,0.76,0.04,0.1,0.87,0.22,0.27
82620,HQ,HQ N-CON,stream,10/13/20,2.97,monitoring,1630,0.95,0.13,0.68,0,0.04,0.26,0.03,0.08,0.52,0,0.56
82621,HQ,HQ BULK,stream,10/13/20,3.74,monitoring,1630,0.99,0.16,0.66,0.07,0.17,0.19,0.02,0.12,0.58,0.05,1.07
82622,HQ,FEF DI,stream,10/15/20,0.11,monitoring,,0.05,0.02,0.01,0.03,0.01,0.01,0.01,0,0.01,0,0
82627,HQ,HQ N-CON,stream,10/27/20,0.72,monitoring,950,0.7,0.05,0.51,0.01,0.01,0.11,0.01,0.03,0.23,0,0.05
82628,HQ,HQ BULK,stream,10/27/20,1.63,monitoring,950,0.39,0.09,0.33,0.4,0.08,0.83,0.01,0.08,0.32,0.15,0.27
82629,Fcex,FCALP BULK,stream,10/27/20,14.18,monitoring,1120,0.56,0.07,0.06,0.62,0.08,0.95,0,0.14,0.84,0.17,0.23
82630,HQ,HQ N-CON,stream,11/17/20,1,monitoring,1350,0.62,0.03,0.25,0.11,0.12,0.74,0,0.24,0.24,0,0.16
82631,HQ,HQ BULK,stream,11/17/20,1.18,monitoring,1350,0.48,0.05,0.22,0.06,0.03,0.16,0.01,0.04,0.27,0,0.19
82632,Fcex,FCALP BULK,stream,11/17/20,0.94,monitoring,1230,0.49,0.04,0.17,0.05,0.01,0.43,0,0.03,0.19,0,0.16
82637,HQ,HQ BULK,stream,11/25/20,0.62,monitoring,1010,0.58,0.07,0.35,0.05,0.19,0.21,0.01,0.03,0.4,0,0.24
82638,HQ,HQ N-CON,stream,11/25/20,0.55,monitoring,1010,0.63,0.06,0.33,0.03,0.03,0.2,0,0.03,0.35,0,0.26
82639,Fcex,FCALP BULK,stream,11/25/20,0.52,monitoring,1240,0.57,0.05,0.28,0.04,0.11,0.28,0,0.02,0.22,0,0.16
82641,Fcex,FCALP BULK,stream,11/30/20,1.48,monitoring,1310,0.5,0.18,0.41,0.12,0.01,0.06,0.02,0.11,0.49,0,0.25
82642,HQ,HQ SNOW,stream,11/30/20,2.48,monitoring,1200,1.6,0.08,0.09,0.03,0.03,0.19,0,0.03,0.29,0,0.19
82643,Fcex,FCALP SNOW,stream,11/30/20,1.43,monitoring,1310,0.1,0.05,0.03,0.19,0.04,0.19,0,0.03,0.21,0,0.16
82645,HQ,HQ N-CON,stream,11/30/20,1.75,monitoring,1200,0.93,0.13,0.39,0.04,0.04,0.21,0,0.06,0.51,0,0.33
82648,Fcex,FCALP BULK,stream,12/7/20,1.09,monitoring,1040,0.38,0.06,0.15,0.06,0.06,0.16,0,0.04,0.35,0,0.12
82650,HQ,HQ N-CON,stream,12/7/20,0.9,monitoring,1320,0.35,0.04,0.3,0.08,0.02,0.09,0,0.02,0.47,0,0.12
82651,HQ,HQ BULK,stream,12/7/20,1.12,monitoring,1320,0.37,0.04,0.29,0.07,0.06,0.3,0.01,0.03,0.65,0,0.16
82654,Fcex,FCALP BULK,stream,12/16/20,0.56,monitoring,1300,0.26,0.02,0.17,0.46,0.01,0.04,0.01,0.02,0.32,0,0.08
82655,HQ,HQ N-CON,stream,12/16/20,0.67,monitoring,1350,0.34,0.01,0.15,0.04,0.01,0.74,0,0.03,0.53,0,0.09
82656,HQ,HQ BULK,stream,12/16/20,0.74,monitoring,1350,0.39,0.03,0.18,0.2,0.04,0.13,0.01,0.03,0.56,0,0.08
82659,Fcex,FCALP BULK,stream,12/22/20,1.73,monitoring,1050,0.23,0.06,0.06,0.2,0.01,0.15,0.01,0.05,0.2,0,0.07
82660,HQ,HQ BULK,stream,12/22/20,1.2,monitoring,1600,0.37,0.06,0.12,0.02,0.02,0.08,0.01,0.05,0.63,0,0.15
82661,HQ,HQ N-CON,stream,12/22/20,0.95,monitoring,1600,0.26,0.07,0.12,0.06,0.01,0.39,0,0.05,0.66,0,0.15
82664,Fcex,FCALP SNOW,stream,12/29/20,0.86,monitoring,1310,0.19,0.06,0.09,0,0.03,0.22,0,0.03,0.25,0,0.04
82666,Fcex,FCALP BULK,stream,12/29/20,0.64,monitoring,1310,0.29,0.04,0.25,0.09,0.09,0.29,0.01,0.02,0.33,0,0.07
82667,HQ,HQ SNOW,stream,12/29/20,0.7,monitoring,1550,0.32,0.04,0.08,0.03,0.02,0.22,0.01,0.03,0.38,0,0.07
82668,HQ,HQ BULK,stream,12/29/20,0.99,monitoring,1550,0.51,0.05,0.29,0.01,0.05,0.12,0.02,0.03,0.48,0,0.1
82669,HQ,HQ N-CON,stream,12/29/20,0.89,monitoring,1550,0.2,0.05,0.1,0.01,0,0.05,0.01,0.04,0.44,0,0.09
82244,SSFP,SSFP CUT DEEP,trench,4/28/20,2.93,monitoring,1255,0.16,1,0.02,0.4,0.69,2.8,0.02,0.15,0.13,0,0.59
82252,SSFP,SSFP CUT DEEP,trench,4/30/20,4.04,monitoring,1049,0.19,1.02,0.03,0.35,0.59,2.23,0.02,0.09,0.04,0,0.79
82253,SSFP,SSFP FOREST DEEP,trench,5/4/20,5.38,monitoring,950,0.26,1.2,0.02,0.44,0.75,3.48,0.02,0.12,0.06,0,0.91
82254,SSFP,SSFP CUT DEEP,trench,5/4/20,5.18,monitoring,943,0.18,1,0.02,0.35,0.54,1.93,0.01,0.12,0.06,0,0.91
82266,SSFP,SSFP CUT DEEP,trench,5/6/20,4.56,monitoring,700,0.16,0.98,0.01,0.35,0.53,1.77,0.04,0.11,0.04,0,0.83
82267,SSFP,SSFP FOREST DEEP,trench,5/6/20,5.89,monitoring,715,0.22,1.17,0.02,0.42,0.79,3.2,0.02,0.13,0.04,0,1.01
82268,SSFP,SSFP CUT DEEP,trench,5/11/20,4.72,monitoring,717,0.16,0.92,0.02,0.39,0.62,1.93,0.04,0.1,0.04,0,0.84
82269,SSFP,SSFP FOREST SHALLOW,trench,5/11/20,22.26,monitoring,730,0.55,1.61,0.02,0.55,0.98,4,0.01,0.42,0.06,0,1.84
82270,SSFP,SSFP FOREST SHALLOW,trench,5/11/20,22.31,monitoring,730,0.55,1.57,0.02,0.58,0.95,3.9,0.01,0.39,0.05,0,1.88
82282,SSFP,SSFP CUT DEEP,trench,5/14/20,4.68,monitoring,640,0.16,0.88,0.01,0.43,0.68,2.14,0.01,0.1,0.04,0,0.82
82283,SSFP,SSFP FOREST SHALLOW,trench,5/14/20,21.92,monitoring,650,0.53,1.43,0.01,0.56,0.98,3.89,0.03,0.34,0.03,0,1.84
82284,SSFP,SSFP FOREST SHALLOW,trench,5/14/20,22.75,monitoring,650,0.51,1.45,0.02,0.54,0.99,3.98,0.01,0.36,0.04,0,1.85
82295,SSFP,SSFP CUT DEEP,trench,5/18/20,4.26,monitoring,741,0.15,0.94,0.02,0.47,0.63,1.98,0.02,0.11,0.08,0,0.83
82296,SSFP,SSFP FOREST DEEP,trench,5/18/20,20.47,monitoring,749,0.48,1.44,0.01,0.55,1.03,4.05,0.03,0.28,0.04,0,1.31
82297,SSFP,SSFP FOREST SHALLOW,trench,5/18/20,19.61,monitoring,749,0.44,1.46,0,0.58,1.07,4.46,0.02,0.32,0.04,0,1.87
82303,SSFP,SSFP CUT DEEP,trench,5/20/20,4.23,monitoring,841,0.15,0.96,0,0.46,0.61,2.14,0.02,0.08,0.02,0,0.79
82304,SSFP,SSFP FOREST DEEP,trench,5/20/20,19.35,monitoring,848,0.46,1.48,0.02,0.57,1.06,4.14,0.03,0.28,0.05,0,1.29
82305,SSFP,SSFP FOREST SHALLOW,trench,5/20/20,18.42,monitoring,848,0.44,1.48,0.01,0.58,1.02,4.13,0.03,0.29,0.04,0,1.82
82330,SSFP,SSFP CUT DEEP,trench,5/26/20,3.44,monitoring,1000,0.14,1.08,0.01,0.39,0.49,2.69,0.02,0.11,0.02,0,1.15
82331,SSFP,SSFP FOREST DEEP,trench,5/26/20,16.42,monitoring,,0.42,1.63,0.01,0.49,0.8,3.64,0.02,0.3,0.03,0,1.74
82332,SSFP,SSFP FOREST SHALLOW,trench,5/26/20,16.52,monitoring,,0.41,1.65,0.01,0.54,0.86,4.25,0.02,0.32,0.03,0,1.86
82345,SSFP,SSFP CUT DEEP,trench,6/1/20,2.84,monitoring,943,0.1,1.21,0.01,0.51,0.45,2.91,0.05,0.09,0.03,0,1
82346,SSFP,SSFP FOREST DEEP,trench,6/1/20,14.95,monitoring,950,0.36,1.93,0.01,0.68,0.8,2.56,0.02,0.31,0.02,0,1.91
82352,SSFP,SSFP CUT DEEP,trench,6/4/20,2.65,monitoring,639,0.11,1.25,0.02,0.46,0.47,2.59,0,0.12,0.08,0,1.03
82353,SSFP,SSFP FOREST DEEP,trench,6/4/20,14.05,monitoring,643,0.36,1.84,0.01,0.59,0.87,2.38,0.01,0.32,0.03,0,1.94
82363,SSFP,SSFP CUT DEEP,trench,6/8/20,2.77,monitoring,700,0.11,1.53,0.02,0.45,0.53,2.86,0.01,0.3,0.03,0,1.11
82364,SSFP,SSFP FOREST DEEP,trench,6/8/20,13.15,monitoring,714,0.35,2.03,0.05,0.67,1.1,2.99,0,0.24,0.04,0,1.95
82380,SSFP,SSFP CUT DEEP,trench,6/15/20,2.39,monitoring,1323,0.11,1.84,0.01,0.57,0.73,2.68,0.02,0.13,0.07,0,1.25
